name,location,zx_type,price,url,info
李莉,上海,面对面咨询,900 元/次,http://jiandanxinli.com/experts/817,我是上海首批持证的心理咨询师，中国心理学会注册督导师（D-17-004），中美精神分析联盟（CAPA）初级组毕业、高级组毕业、督导组毕业；CAPA督导师及中方助教，华东师范大学心理咨询中心等机构特聘专家、督导师。全职从事心理咨询工作14年来，我与自己的梦想一路同行，累计咨询时数超过10000小时，持续参加国内外系统、专业的培训及督导，累计超过5000小时，并接受精神分析个人体验500多小时、沙游及团体体验合计600多小时。我非常热爱这份工作，从以上数字中您或许已经感觉到了，为了让自己变得更加专业，为了更好地帮到来访者，我也是使出了洪荒之力。：）
廖清,武汉,面对面咨询、视频咨询,500 元/次,http://jiandanxinli.com/experts/5209,"二级心理咨询师,首届CAPA（中美精神分析联盟)初级组肄业(08年被录取并获得奖学金，没有完成全部学习）,中国心理协会会员,中国性学会会员,2007年第二期中挪班学员兼翻译,2013年第五期第四轮中德精神分析班初级组翻译,2014年第六期中德精神分析班高级组学员,早年游学国外学习心理学，后在高校任英语教师，06年取得二级心理咨询师证，此后一直学习精神分析及精神动力学心理治疗至今；,接受美国、及欧洲精神分析师与动力学流派心理治疗师的长程体验与案例督导多年；,13年到16年大部分时间在柏林生活与学习，临床方向为精神分析动力学心理咨询与治疗；治疗风格为人本主义的整合性的动力学积极心理治疗,在咨询中，习惯跟着对方，且行且停；咨询室里的主角永远都是来访者，而不是咨询师；温暖的陪伴，耐心的跟随。,我们都在对方那里看到部分的自己，帮你成为更好更真实的你，成长的路上我与你同行。,目前本人大部分时间在中国，在海外时间只能开放网络咨询；目前暂时只接收视频咨询的新来访者的预约和排队，请见谅。,支持采用网络咨询的来访者，在条件允许下可配合不定期面询。"
叶津娜,"天津, 天津, 中国",面对面咨询、视频咨询,500 元/次,http://jiandanxinli.com/experts/18413,"  国家二级心理咨询师,  成都精神分析中心专业会员，天津组组长。,  本人医学本科，2005年从事心理咨询工作至今，已有几千小时的工作经验，专业受训背景：成都川大精神分析理论培训学习，长期接受拉康派分析家个人分析已第四年，长期接受拉康派分析家（法国定居）专家控制分析（案例督导）。目前从事个人心理咨询，个人精神分析，案例督导，带教实习。公益项目：星星的妈妈，对自闭症的家人提供免费心理咨询！"
彭炳,"上海, 中国",面对面咨询、视频咨询,500 元/次,http://jiandanxinli.com/experts/5443,"  国家二级心理咨询师,同济大学心理咨询中心外聘咨询师,上海市心理学会会员,中美精神分析联盟初级组毕业生,精神动力学取向心理咨询师；长期接受一对一案例督导和团体案例督导；长期接受高频个人分析。,自2007年起实践正念内观禅修，多次封闭式禅修营体验；结合卡巴金正念减压工作坊学习，能有效地将正念疗法运用在咨询中。,如果不是曾经受心理问题十多年的困扰，也许我不会踏上心灵成长这道途；,如果不是尝试过多种治疗方法，也许我不会触及到生命深处那份坚韧不屈；,如果不是因为那份疗愈，也许我不会这么真切地感受到一颗心灵深处对爱的渴望。,当自己走出阴霾，收获宁静、自在时，回望曾经的痛苦历程，对生命的丰盈升起深深感触。,感恩那段煎熬的岁月，正是她启发我探寻到更深的生命实相，打开更广阔的视野。,这份礼物起初乔装成痛苦和我相遇，当我坚定地承接她，深入地了解她，才发现这份痛苦的珍贵！,心开始召唤，要把这份礼物，真诚地与暂时陷入困境的你一起分享，陪伴你一起走进生命的那份神奇，那份真。"
庞美云,"上海, 中国",面对面咨询、视频咨询,700 元/次,http://jiandanxinli.com/experts/189234,"华东师范大学心理学硕士。心理学副教授。,国家二级心理咨询师。,中美精神分析联盟（CAPA)初级组毕业。,从业近20年，累积咨询时数5000小时以上。,长年接受国内外专家的个人分析和督导师的督导，目前接受近400小时以上的个人分析和200小时以上的个人督导和团体督导。,主要受训背景：中美精神分析联盟（CAPA）连续项目; 心理剧治疗200小时；儿童青少年心理诊断与治疗三年连续项目；家庭系统排列；学校心理督导师连续培训等。,接受面谈或视频咨询，若您在上海建议面谈。,咨询风格：亲和力强，温暖，善于解析问题，帮助来访者勇敢面对一个个成长中的问题。,咨询寄语：我相信，对于生命中的沟沟坎坎，走近它，进入其中，或者跨过它，其存在便能赋予我们力量，生命也因此而充满意义和阳光。,擅长咨询领域：儿童青少年心理问题；成长性创伤；情绪障碍；人际交往困难；人格成长等领域。"
黄燕,成都,面对面咨询、视频咨询,400 元/次,http://jiandanxinli.com/experts/57514,"我经历过一些“黑暗”的时刻。我相信你也有。,这种黑暗不一定非得是看上去多憔悴，工作多糟糕，恋爱多失败，人生多无趣！,而是在内心，在别人看不到的地方，觉得莫名地烦躁、失落、难过，或觉得快要失控而崩溃，或担心地快要死了，看不到任何出路。。。,但你一定也像我一样，一直没有放弃地在挣扎。,有时，一首歌，一句话，一本书，一次交谈，一次旅行，就又活过来了，没事了。,但有时，似乎需要更长的时间，才能走出某一种惯性，或者叫漩涡。,那么，在一个更长的时间里，谁可以给你更稳定的、持续的关怀、理解和支持？,谁，不仅仅带来一时的安慰和情绪的宣泄，还会帮助你深化对自我的洞见、体验真诚而开放的关系、最终协助你完成个人对生命意义的回答？,也许是一段高质量的伴侣关系；也许，是一段长程的心理动力学式的咨询过程。,当然，这并不妨碍你把心理咨询当作一首歌、一句话、一本书、一次交谈或一次旅行。,怎么使用它，最初，完全在于你。,无论如何，很高兴在心理成长这条路上与你相遇，与我们共同的内在的“黑暗”相遇。"
许玥,"上海, 中国",面对面咨询、视频咨询,800 元/次,http://jiandanxinli.com/experts/76297,"  是一位----集精神分析连续培训（9年）、临床心理科兼职（7年）、哲学及心理学各种类型授课（28年）、亚隆团体系统培训（6年）四种经验于一身的心理咨询师和团体带领者。个案和团体带领累积超过7000小时，督导个体和团体案例超过300小时。自我体验超过600小时，接受国内外专家督导超过600小时，目前仍在继续。,在二十余年的教学、个体和团体咨询、企业服务、咨询师培训中，跨哲学、心理学、精神医学三大领域，积累了丰富的临床经验。,目前提供个体咨询和咨询师个人体验，800元／50分钟；个体和团体案例督导，400元／小时；长程团体咨询，200元／90分钟。"
王丽娟,上海及台北,面对面咨询、视频咨询,1000 元/次,http://jiandanxinli.com/experts/316433,"  心理咨询不是欢乐愉快的，我自己接受治疗经验亦如此。只有两种人面对这个过程，足够痛苦的人，以及想要改变的人。,台湾临床心理师，曾任职长庚医院精神科系，现任私人儿童心智诊所执行长，桃园地方法院家事调解委员。,长庚大学行为科学研究所临床心理组硕士，中山大学财务管理研究所硕士。,2003年至今累积6000小时个别心理咨询时数，950小时接受个别及团体咨询时数。"
罗文娟,三明，福建,面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/404454,"医学、汉语语言文学背景，国家二级心理咨询师、曾供职于一家三级医院。福建大闽网育儿金牌专家组成员，微课带领人，签约作者。,主要接受以下两个流派的系统培训以及督导。,1、2013年起至今持续接受Yan Han (澳大利亚华裔心理学家）的新人本主义整合心理咨询连续培训项目培训：,     2013年新人本整合咨询之共情工作坊；,     2014年新人本整合咨询之真诚合一工作坊；,     2014年新人本整合咨询之情感聚焦工作坊；,     2014年新人本整合咨询之九型人格工作坊；,     2015年新人本整合咨询之实用人格心理学工作坊；,     2015年新人本个人发展层次论工作坊；,     2016年新人本整合咨询2.0版全年三次课程;,     2017年新人本整合咨询2.0版本二阶课程持续中；,     2014年起至今持续接受澳大利亚心理学家韩岩案例督导。,2、2016年8月至2017年8月完成Ling Liu Ph.D(刘婷博士 美国) EFT国际婚姻家庭治疗（Emotionally Focused Therapy）连续培训三阶段的培训以及相关线上课程后继培训；,3、2017年7月受邀请成为刘婷博士EFT国际婚姻家庭治疗（Emotionally Focused Therapy）连续培训一阶课程助教。,4、其它的培训经验：,2011年接受精神分析基础理论培训；2012参加马建青短期焦点解决疗法；2013年参加胡佩诚性心理咨询工作坊；2014年12月吴建危机干预工作坊；2015年2月参加刘鹏家庭排列课程； ,个人成长经历：,内观践行者：2013年参加葛印卡十日内观课程，内观修习者，有超过1500小时的内观经验，现进行每日内观练习。,咨询寄语：,      每个人都不喜欢生活中的困扰与问题，同时，你也许不知道：每个问题的深处其实是你被埋没的生命力！,      我愿意陪伴着你，不止是面对问题，我们还将踏上更平衡、统整、自信与幸福的人生之路，拥有更有弹性、真实、有支持力的人际关系！"
陈姗姗,深圳,面对面咨询、视频咨询,600 元/次,http://jiandanxinli.com/experts/4013,"接受粤语咨询,中国科学院心理研究所应用心理学硕士,中美精神分析联盟（CAPA）初级组毕业，高级组在读,精神动力学取向个体及团体咨询师,情绪取向婚姻家庭咨询师,长期接受个人分析,长期接受个别督导,国家二级心理咨询师,性少数人群（LGBT）友善咨询师"
李瑞,河北  石家庄,面对面咨询、视频咨询,500 元/次,http://jiandanxinli.com/experts/6946,"中国心理学会临床与咨询心理学专业注册心理师（x-16-033）,中国心理学会会员,国家二级心理咨询师,中科院心理研究所EAP中心咨询师,平安金融培训学院（中国•深圳）授权讲师,石家庄市未成年人心理维护中心资深咨询师,河北电视台经济频道，河北电台交通广播心理栏目特约嘉宾,第六期中德精神分析治疗师连续培训学员"
庄丽,上海,面对面咨询、视频咨询,900 元/次,http://jiandanxinli.com/experts/9466,"中国心理卫生学会心理咨询专业委员会注册心理师 （X-015-073）注册督导师（D-18-013）,中美精神分析联盟（CAPA）初级组毕业，高级组毕业,华东师大心理咨询中心特邀咨询师，督导师,从事医学心理学教学科研20年，专职从事心理咨询12年，咨询时数8000小时"
何小松,北京,面对面咨询、视频咨询,700 元/次,http://jiandanxinli.com/experts/13058,"国家二级心理咨询师,心理动力取向咨询师,国际完形治疗师,北京师范大学心理学专业,从业已8年时间，细腻的咨询时长4000余小时。曾经任职于中科院中高级人才中心、首都医科大学宣武医院及北京嫣然天使医院，目前是一名个人执业的精神分析咨询师，同时也为企业提供咨询服务，咨询的对象包含个体与伴侣。这些年秉持着对咨询工作的热爱，不断在专业受训中打磨自己那颗真诚温暖的心，只为更好的倾听与陪伴每一个渴望走出阴霾的生命。,至于对自己的评价，可以说是温暖、专注、专业也有点羞涩和幽默的咨询师啦。对于想要走入咨询室的你，我有些话要对你说：希望你考虑清楚，这段旅途需要你的勇气，你的坚持，来走完这条崎岖不平，但终点却指向幸福的道路。,如果你对于自己好像始终都走不出去的，又好像被强迫般重复的生活、亲密关系感到不满或痛苦，如果你希望尝试去改变它，那么我就在这里等你，会陪你一起去面对，陪你去成长，陪你去打破重复，陪你去重建幸福。,专业资质：,•	国家二级心理咨询师,•	国际完型治疗师,•	《第三届中国-挪威精神分析连续培训项目》连续三年受训学员,•	《中国-德国高级心理治疗师连续督导项目》学员；,任职机构：,•	曾任中科院高级人才顾问,•	曾任嫣然天使儿童医院心理咨询师,•	曾任首都医科大学宣武医院咨询师,咨询时数：,•	咨询时数>4000小时,•	长期接受个人体验（个人体验时数>350h),•	长期接受督导（个人及集体督导时数>250h，督导师：赵梅、孙春云）,专业受训背景:,接受的专业督导与个人体验, 1. 个体心理咨询工作,     个体督导：赵梅（中国心理学会注册心理督导师），持续进行中,		       孙春云（回龙观医院临床医生），持续进行中,     集体督导：督导师：王倩（IPA），已完结,           	       督导师：丛中、赵梅、贾晓明， 持续进行中, 2. 个人体验,      每周接受面对面个人分析，累计120余小时，持续进行中,长程培训:,•	“中国-挪威精神动力学为期三年培训项目”师资：北医六院丛中教授、安定医院杨蕴萍等，丹麦精神分析协会主席Susanne Lunn教授、Sverre Varvin教授等；,•	接受为期三年精神分析系统培训（经典精神分析、客体关系、自体），并担任情感学习团体带领者。导师：赵丞智教授；,•	连续两年《婴儿观察项目》。导师：张秋茜（台湾）；,【短程培训】,•	国际完型治疗师培训、催眠治疗师。(台湾:蔡仲淮),•	NLP简快心理疗法。（香港：李中莹）,•	中美婚姻家庭治疗工作坊（Richard J. Biscoff博士）,•	焦点解决咨询与治疗（台湾：许维素博士）,•	性心理与性教育	(林大：方刚),•	绘画心理治疗、意象对话等"
邓业针,"北京, 中国",面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/20619," 国家二级心理咨询师,北京大学心理系应用心理学研究生,北京大学医学部兼职心理咨询师,接受心理动力学、存在主义、认知行为取向的连续培训；,持续接受督导和个人体验，目前为全职心理咨询师；,谢谢你能鼓足勇气过来，我知道这是不容易的，而这或许就是你真正去关注自己感受自己的开始。你的人生或许曾受困于诸多痛苦，而你开始准备咨询就是爱自己的开始，我愿陪伴你一起体悟你内心深处的感受，那些难以说出的痛苦，去探索那些在逆境中让你向上生长的力量。 我们的生命最终会走向太阳的光亮处。"
徐凤霞,北京,视频咨询,300 元/次,http://jiandanxinli.com/experts/365785,"国家二级心理咨询师,北京高校心理咨询师,北京高校大学生心理素质教育讲师,马航MH370事故危机干预组成员,长期接受个人体验,长期接受一对一个人督导,长期接受每周一次的团体督导，从业8年,2009~2010年萨提亚家庭治疗师培训连续两年,2015~2017年中挪第四届精神分析学院制培训三年,2016~2017中英短程动力人际治疗培训,2016~2017中德舞动治疗一阶培训。,咨询风格：我主要是以精神动力取向为主的整合取向方式去和来访者工作。曾接受过系统的精神分析培训以及和家庭治疗培训。此外我也接受了沙盘、舞动、心理剧的培训，在咨询中会根据来访者问题的性质采取适合的咨询技术，。,从事心理咨询八年，在婚姻情感、个人成长、焦虑情绪困扰、强迫，抑郁情绪困扰等方面有着丰富的实践经验。在实践中以来访者为中心，注重治疗关系，聚焦身心的协调发展，重视个人的觉察和体悟，尊重来访者的感受。个人风格，细腻，感性，抱持，温和宽厚，循序渐进，帮助来访者深入了解自我，提高自尊，建立自信，化解内心冲突，改善人际互动模式，勇于追求，坦然享受，健康生活。"
杨睿,北京,面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/121,"  三级心理咨询师 证书编号1401000008301626,2014.04-2015.12 心田工作室咨询师成长计划A,B,C阶段成员，学习精神分析（心理动力学取向）、存在主义、认知疗法基础理论和实践技术。,2015.11-2016.12 Mark Yang人本存在主义团体督导小组,2016.03-04 比昂临床思想培训 (薛伟）,2016.01 SFBT焦点短程治疗短程培训（赵然）,2016.07 性心理咨询和性治疗短程培训（丁力）,2016.08-12 徐凯文微课《心理咨询伦理与实操》,2016.11-2017.01张海音博士《个案概念化》网络课程,曾做过建筑设计师，从艺术设计到人文学科的不断蜕变，不断自我探寻。目前通过持续的学习实践，行走在通往靠谱心理咨询师的路上。"
殷一婷,上海,面对面咨询、视频咨询,600 元/次,http://jiandanxinli.com/experts/787,"国家二级心理咨询师,中美精神分析联盟（CAPA）高级组培训毕业，督导组培训受训中,以精神动力学为主的整合取向工作，长期接受美国和英国资深分析师的督导，多年持续接受个人治疗。,个人风格：兼具理性与感性，相信咨询师需要有足够的弹性，有责任在倾听、包容、理解的基础上，和每位来访者一起创造出属于他/她的独特咨询体验。,关于选择咨询师 - 给来访者的温馨提示：,在我看来，在咨询师的资质和受训背景合格的前提下，很重要的一点是，选择和你匹配的、让你感觉信任和可以交流的。希望你能在做出决定前看完本页所有内容，包括下面的访谈部分，这些是我精心构想出来、试图和想象中的来访者所做的走心交流。如果你读完之后，感觉某些地方触到了你，而想要见一见我，那么欢迎你。如果不确定，我建议你再浏览更多咨询师的信息，找到适合你的那个。找到合适的咨询师是咨询有效的重要前提，值得多花一些时间。"
陈厚恺,美国纽约市,面对面咨询、视频咨询,800 元/次,http://jiandanxinli.com/experts/6098,"纽约州婚姻与家族治疗执照治疗师（Licensed Marriage and Family Therapist)、动眼减敏与历程更新（Eye Movement Desensitization and Reprocessing) 执照治疗师与临床会员、接纳与现实疗法（Acceptance & Commitment Therapy) 治疗师、美国情境行为科学会会员(Association for Contextual Behavioral Science)、教养旅程（Parenting Journey)团体认证带领员。我的治疗模式整合了情绪取向模式、创伤治疗、接纳与现实疗法/正念禅修，并结合最新的脑科学知识，善于发掘个人以及关系中未加利用的优势，从建立身体与情绪安全感的前提下来获得个人及关系改变的契机。美国逾十年心理咨询临床经验，个案时数超过10000小时，专长为伴侣/家庭关系、创伤治疗、情绪调节、正念减压、强迫症等，现于纽约曼哈顿私人执业。,【学习经历】,台湾大学心理系学士；美国罗彻斯特大学婚姻与家族治疗硕士。美国婚姻与家族治疗执照。美国动眼减敏更新历程（EMDR）创伤治疗国际协会执照治疗师。接纳与承诺疗法（ACT)训练。情绪取向婚姻治疗训练。催眠治疗训练。正念减压与禅修训练。教养旅程（Parenting Journey)团体认证带领员。"
胡炜,"苏州, 江苏, 中国",面对面咨询、视频咨询,400 元/次,http://jiandanxinli.com/experts/25601,"2010年参加了国家劳动部的心理咨询师培训考试，获得三级证书，2013年获得了二级证书。并且从2013年开始接触个案，同时参与了多个心理咨询技能及精神分析的培训，目前咨询小时数1566小时。,我想对来访者说的是：每个人都可能在生活中遇到纠结、苦恼、困惑，当很多问题无法通过个人思考得到解决的时候，那么寻找专业的心理咨询的帮助，或许可以更好地走出负面情绪，并且帮助你找到你想要的答案。,本人的咨询风格：温暖，细腻，灵动,助语：心灵的渴求或疑惑让我们在这里相遇，我将尽我所能倾听你的心声，一同探求心灵深处更宽阔而自由的天地。"
杜佳真,"上海, 中国",视频咨询,600 元/次,http://jiandanxinli.com/experts/85947,"  台湾师大教育心理与輔导研究所博士，国际分析心理学会（IAAP）候选分析师，台湾心理咨询师、国家二级心理师。1995年开始在咨询领域工作，近20年相关工作経验。曾経在台担仼大学教授、大学心理谘询中心主任、大学谘询中心心理师、小学教师，以及上海医疗机构任职。,长期和儿童及青少年工作经验。,2008年因陪伴家人而移居上海。,榮格分析心理学取向，擅长亲职教育和沟通。綜合认知行为（CBT）、沟通分析（TA）、家族治疗等取向，接受严谨和完整的学院体系训练。拥有瑞士自然疗法USHA VEDA芳疗师执照。,关注的议题更多为深度的自我探索和女性生涯发展的困境，以及移民家庭适应和调试，并长期接受个人分析和督导。"
李威,台湾(台北市，宜兰县)，中国,视频咨询,500 元/次,http://jiandanxinli.com/experts/117638,"在医院精神科、精神科诊所与社会福利(志工)团体从事心理咨询与辅导工作已逾十年,在超过2600小时的直接服务经验中,协助许多来访者走过生命中的变故、意外与困境,让我逐渐体认「 生命中的困境没有偶然,苦难是化了妆的祝福。 」"
曾银川,浙江省杭州市西湖区,面对面咨询、视频咨询,600 元/次,http://jiandanxinli.com/experts/3952,"应用心理学硕士，咨询实践十年，积累时数4000余小时,浙江大学心理中心咨询师，个体执业咨询师，中国心理学会注册心理咨询师，国家二级心理咨询师,中美精神分析连续培训项目高级组毕业，中美精神分析联盟高级组（CAPA）在读,专业背景：, 　　应用心理学全日制研究生毕业，专业方向为心理危机与创伤干预，从2007年开始心理咨询工作，有针对成人和青少年丰富的心理咨询经验，积累个案咨询经验约4000小时。一直持续参与国内外高质量的心理咨询培训项目，持续接受美国老师的个人分析和督导（正在进行）。"
刘誉帆,北京,面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/4980,"国家三级心理咨询师（编号1401000008301946）,新媒体心理学专栏自由撰稿人,【写给来访者】：,感谢你浏览到我的个人页面，如果你愿意尝试一起进入这段咨询关系，那么不妨继续耐心看完后面的文字：,我不知道你现在正面临着怎样的困境，你想要通过心理咨询的方式来获得帮助，这已经是需要非常大的勇气与决心了。我由衷地佩服你。或许现在的困难让你感到绝望，或许早期受伤的经历令你一直耿耿于怀，心理咨询的过程不一定总是那么的舒服，因为在这个小小的属于你的空间，聚焦于自己的感受，去更深入地了解和探索自己究竟怎么了，我想就好比下矿开采，下到一定程度，你会担心再深入下去会不会危险，有这样的担忧也是十分自然的。不过矿的深处会有更多丰富的资源，而心的深处也有属于你的珍贵宝藏。我期待与你相遇。,【个人经历】：,在正式进入心理咨询领域之前，我在北京传媒行业有过几年工作经历，从学校步入社会，在职场中开始重新学习独立生存和与人交往，在这个过程中我也在认真思考自己与职业之间的关系——究竟一份怎样的工作可以与一个人的灵魂靠得最近？怎样一份工作可以体会到来自内心深处的丰盈与满足？,我喜爱文学、电影和一切美的艺术，直到我开始思索上述两个问题，才真正意识到其实心理学早已根植于心很多年。从一个心理咨询“门外汉”，学成到一位受训扎实且临床经验丰富的成熟心理咨询师，我知道会面临非常多的挑战，不过当我迈开双脚踏上这条路的那一刻起，感受到了从未有过的归属、踏实与满足。,【专业背景】：,2014年开始系统学习心理咨询，2015年正式开始临床个案，至今累计个案900小时以上，接受动力学取向个人体验120小时以上；,目前为全职心理咨询师，同时服务于北京某大学学生心理咨询中心。,【我眼中的心理咨询】：,咨访双方在固定的时间、固定的地点，共同去探索那些恐惧的、担忧的、紧张的、羞耻的、心酸的、喜悦的、开怀的或各种百感交集的感受与情绪，从职业上来讲是一位咨询师和一位来访者一起工作，但那个过程，最终是两个真实的人的相遇。,或许舒缓情绪在相对短的时间内能够有所改善，但涉及到更深人格层面的探索和改变，这样的咨询则需要一个相对长期的过程。我没有特异功能，你也不是变形金刚，改变不会在瞬间发生，我能做的是与你一起在那也许非常黑暗孤独的地方，倾听与关注，尝试从另外一个视角帮助你看到多种可能性，依靠你自身的力量，最终慢慢驶向你要去的方向。,【受训背景】：,2014年， 获得心理咨询师三级职业资格证书（编号1401000008301946）,2014年 ，来访者中心疗法长程培训实习（授课老师：李建中；机构：中迪心理）,2014—2015年  咨询师成长计划B和C阶段课程，系统学习精神分析（动力学取向）、存在主义、认知疗法基础理论和实践技术（授课老师：张黎黎，陈曦；机构：心田工作室）,2015年， 客体关系精神分析英语系统研习班二阶（授课老师：廖青，杨方峰）,2015年 ，性少数人群友善咨询师培训第七期（授课老师：郭雅琦、李春建、辛颖、张真、陈婕君、清流； 机构：北京同志中心）,2015年，释梦课程（授课老师：林一山）,2015—2016年， 人本存在取向理论课程+督导（授课老师：美国注册心理师Mark Yang）,2016年 ，焦点治疗短程培训（授课老师：赵然）,2016年 ，性心理咨询和性治疗短程培训（授课老师：丁力）,2017年，当代自体心理学课程（授课老师：许豪沖，机构：台州证道心理）"
张静忻,"杭州, 浙江, 中国",面对面咨询、视频咨询,600 元/次,http://jiandanxinli.com/experts/78812,"        从事心理咨询工作10年，心理学专业硕士研究生，读研期间主修心理咨询方向，主要集中于人本主义共情模式的系统训练和学习。后来又参加了系统的完形（格式塔）治疗、心理动力学（精神分析）流派、家庭治疗的学习。接受个体督导和团体督导300+小时。当前正接受每周一次的动力学（精神分析）个体督导、每周一次完形（格式塔）治疗的团体督导。曾接受过固定频次的格式塔个人体验，当前正接受（精神分析）自体心理学流派的个人分析。,       我曾在读研之前从事过多年的人力资源管理工作，对于人性呈现出的多层面感到强烈的兴趣，这促使我开始了系统的心灵觉察学习之旅；也曾经营过客栈民宿，在另一个角度与更多的人相遇。这些都丰富了我对人性的了解，也帮助我扩展了自己的心灵边界，有了更多的包容和觉察。,       我在咨询工作中，秉崇人本主义的倾听、共情及无条件积极关注，强调此时此刻与身心觉察。"
吴姝俐,"台北，台湾, 中国",视频咨询,300 元/次,http://jiandanxinli.com/experts/124310,"  台灣中國文化大學心理輔導系畢業,台灣中國文化大學心理輔導研究所碩士,台灣心理師高等考試及格,台灣衛生福利部諮商心理師證書"
金国花,北京，如果在北京视频预约可以转化为面询,面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/245238,本人拥有8年专业学习和4年临床工作经验，整体在温和氛围中，不失敏锐，以真诚和认真、人本的态度，精神分析的视角、家庭治疗的框架，结合认知行为、积极心理治疗、催眠、沙盘和意向对话等技术，捕捉来访者的微妙情感变化和积极的一面。挖掘来访者的潜能和有效资源，发现其自身的力量和真正的自己。
闫明,南京，江苏，中国,面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/517262,"一、职业资格：,1、中国心理学会临床与咨询心理学注册心理师（注册号：X-14-051），,2、国家二级心理咨询师（证书编号：1210000008200293）。,二、受训和督导经历,1、本科：应用心理学专业，理学学士；研究生：应用心理学专业，理学硕士；,2、中德班完形治疗连续培训项目（并参加了完形督导培训）；,3、曾奇峰精神分析网络初级班连续培训；,4、焦点解决取向连续培训项目（在训）；,5、樊富珉团体心理辅导与咨询连续培训项目（在训）；,6、参加过认知行为、精神分析个案概念化、心理分析与沙盘游戏、危机干预等短期培训；,7、长期接受中国心理学会临床与咨询学注册督导师督导，已完成督导近300小时。,三、从业经验,9年，个案时间2000小时以上。,四、咨询风格,尊重、接纳、包容、抱持，相信来访者有自我成长的潜能，帮助来访者探索和认识自己，更加接纳和喜欢自己。"
廖祥慧,南京，江苏，中国,面对面咨询、视频咨询,600 元/次,http://jiandanxinli.com/experts/38133," 二级心理咨询师， 心理学硕士， 中国临床心理学会注册心理师（注册号 x-17-038）,精神分析取向心理咨询师，完成个人分析200小时，个体督导200多小时，团体督导400多小时，并在持续进行中。,2005年开始从事心理咨询。咨询时数3000多。在女性情感、婚姻、个人成长方面以及儿童青少年心理发育与成长方面积累了丰富的经验。,我相信困惑、伤痛、苦难如果能够被言说与倾听，心灵就能获得自由和力量。请给予自己言说的机会，请允许我来倾听，让我们一起见证你心灵的成长。"
